routine,median_time,std_time,tflops,tb_per_sec,backend,page_size,s_qo,s_kv,num_qo_heads,num_kv_heads,head_dim_qk,head_dim_vo,head_dim_ckv,head_dim_kpe,causal,q_dtype,kv_dtype,avg_actual_seq_len,random_actual_seq_len,m,n,k,group_size,tile_size,scale_major_mode,mma_sm,use_128x4_sf_layout,use_nvfp4,num_tokens,intermediate_size,num_experts,top_k,n_group,topk_group,routed_scaling_factor,local_expert_offset,local_num_experts,routing_method,use_shuffled_weight,weight_layout,use_routing_bias,use_routing_scales_on_input,weight_dtype,gated_act,cutlass_variant,quantized_input,tp_size,tp_rank,ep_size,ep_rank,num_tokens,hidden_size,num_experts,top_k,ep_size,input_dtype,quant_dtype,max_num_tokens,num_heads,scale,eps,enable_pdl,use_global_scale,is_sf_swizzled_layout,m,k,is_sf_swizzled_layout,alignment,enable_pdl,global_scale,sf_layout,do_shuffle,sf_vec_size,batch_size,hidden_size,input_dtype,out_dtype,refcheck,no_cuda_graph,use_cupti,allow_output_mismatch,random_seed,case_tag,generate_repro_command,repro_command
trtllm_fp4_block_scale_moe,0.040214401483535764,0.00013618128891271887,17.52215738653947,4.928374131867707,trtllm,,,,,,,,,,,,,,,,,,,,,,,,1,7168,128,4,None,None,2.5,0,128,renormalize,True,0,False,False,torch.bfloat16,swiglu,,,,,,,1,4096,128,4,,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,False,False,42,None,False,
