routine,median_time,std_time,tflops,tb_per_sec,backend,page_size,s_qo,s_kv,num_qo_heads,num_kv_heads,head_dim_qk,head_dim_vo,head_dim_ckv,head_dim_kpe,causal,q_dtype,kv_dtype,avg_actual_seq_len,random_actual_seq_len,m,n,k,group_size,tile_size,scale_major_mode,mma_sm,use_128x4_sf_layout,use_nvfp4,num_tokens,intermediate_size,num_experts,top_k,n_group,topk_group,routed_scaling_factor,local_expert_offset,local_num_experts,routing_method,use_shuffled_weight,weight_layout,use_routing_bias,use_routing_scales_on_input,weight_dtype,gated_act,cutlass_variant,quantized_input,tp_size,tp_rank,ep_size,ep_rank,num_tokens,hidden_size,num_experts,top_k,ep_size,input_dtype,quant_dtype,max_num_tokens,num_heads,scale,eps,enable_pdl,use_global_scale,is_sf_swizzled_layout,m,k,is_sf_swizzled_layout,alignment,enable_pdl,global_scale,sf_layout,do_shuffle,sf_vec_size,batch_size,hidden_size,input_dtype,out_dtype,refcheck,no_cuda_graph,use_cupti,allow_output_mismatch,random_seed,case_tag,generate_repro_command,repro_command
cutlass_fused_moe,8.094116,0.5958007098480433,1426.3289643548474,1.436945676587783,cutlass,,,,,,,,,,,,,,,,,,,,,,,,16384,4096,128,4,,,,,,,False,0,,False,torch.bfloat16,,fp8,False,1,0,1,0,16384,7168,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,7168,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,14.3046615,0.7184256534257667,1614.1412492211718,0.8380010133060471,cutlass,,,,,,,,,,,,,,,,,,,,,,,,32768,4096,128,4,,,,,,,False,0,,False,torch.bfloat16,,fp8,False,1,0,1,0,32768,7168,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,7168,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,0.134432,0.0008014011618547999,5.241631992382765,1.4742889788145679,cutlass,,,,,,,,,,,,,,,,,,,,,,,,1,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,1,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,0.2000965,0.0009459638447401434,7.043032456839574,1.9809603466327494,cutlass,,,,,,,,,,,,,,,,,,,,,,,,2,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,2,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,0.351552,0.0017452002292000744,8.017511742217367,2.255047515019115,cutlass,,,,,,,,,,,,,,,,,,,,,,,,4,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,4,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,0.5484020000000001,0.004124809648941386,10.279219579797301,2.7104979485851617,cutlass,,,,,,,,,,,,,,,,,,,,,,,,8,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,8,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,0.8998755,0.005393225071945973,12.528721086416953,3.0283732716359095,cutlass,,,,,,,,,,,,,,,,,,,,,,,,16,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,16,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,1.2848190000000002,0.009352165451024338,17.550003777964054,3.2780394935006405,cutlass,,,,,,,,,,,,,,,,,,,,,,,,32,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,32,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,1.7088364999999999,0.010694801570025593,26.39056258922372,3.3636530961271016,cutlass,,,,,,,,,,,,,,,,,,,,,,,,64,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,64,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,1.7998764999999999,0.00822471279775503,50.11138998481285,3.4966947387779106,cutlass,,,,,,,,,,,,,,,,,,,,,,,,128,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,128,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,1.8083895,0.009458928084031967,99.75098087663083,3.508392500620027,cutlass,,,,,,,,,,,,,,,,,,,,,,,,256,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,256,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,1.8115245,0.007271088112441566,199.1567063343609,3.5038403687060264,cutlass,,,,,,,,,,,,,,,,,,,,,,,,512,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,512,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,1.7953625,0.008458587369846874,401.89906257260026,3.538448472662206,cutlass,,,,,,,,,,,,,,,,,,,,,,,,1024,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,1024,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,1.6553475,0.007052246895296726,871.7861424601178,3.844393847213349,cutlass,,,,,,,,,,,,,,,,,,,,,,,,2048,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,2048,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,2.4735430000000003,0.009822638147610255,1166.8355969198835,2.5816522453824327,cutlass,,,,,,,,,,,,,,,,,,,,,,,,4096,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,4096,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,3.92217,0.026687413301841992,1471.7454995127698,1.6393649515446806,cutlass,,,,,,,,,,,,,,,,,,,,,,,,8192,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,8192,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,3.9290494999999996,0.02274058962433083,1469.168572659622,1.6364945343651185,cutlass,,,,,,,,,,,,,,,,,,,,,,,,8192,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,8192,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,6.3807855,0.04695497621955411,1809.3183185123523,1.0214962430565953,cutlass,,,,,,,,,,,,,,,,,,,,,,,,16384,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,16384,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
cutlass_fused_moe,11.958176,0.4097493917651726,1930.875091928401,0.5597934989416445,cutlass,,,,,,,,,,,,,,,,,,,,,,,,32768,7168,128,4,,,,,,,False,0,,False,torch.bfloat16,,nvfp4,False,1,0,1,0,32768,4096,128,4,1,torch.bfloat16,,,,,,,,,,,,,,,,,,,4096,torch.bfloat16,,False,False,True,False,42,None,False,
